date,open,high,low,close,volume,average,barCount
2024-03-06 08:30:00-06:00,5181.25,5183.5,5178.5,5182.25,-1.0,-1.0,-1
2024-03-06 08:32:00-06:00,5182.25,5184.25,5181.0,5183.25,-1.0,-1.0,-1
2024-03-06 08:34:00-06:00,5183.25,5183.25,5177.0,5178.75,-1.0,-1.0,-1
2024-03-06 08:36:00-06:00,5178.75,5179.75,5173.5,5173.75,-1.0,-1.0,-1
2024-03-06 08:38:00-06:00,5173.75,5175.5,5172.5,5174.75,-1.0,-1.0,-1
2024-03-06 08:40:00-06:00,5174.75,5177.75,5174.0,5176.0,-1.0,-1.0,-1
2024-03-06 08:42:00-06:00,5176.0,5177.5,5174.5,5176.5,-1.0,-1.0,-1
2024-03-06 08:44:00-06:00,5176.5,5179.5,5176.0,5177.25,-1.0,-1.0,-1
2024-03-06 08:46:00-06:00,5177.25,5178.0,5173.75,5174.5,-1.0,-1.0,-1
2024-03-06 08:48:00-06:00,5174.5,5176.25,5174.0,5175.5,-1.0,-1.0,-1
2024-03-06 08:50:00-06:00,5175.5,5175.5,5172.5,5174.25,-1.0,-1.0,-1
2024-03-06 08:52:00-06:00,5174.25,5177.0,5173.5,5174.5,-1.0,-1.0,-1
2024-03-06 08:54:00-06:00,5174.5,5177.0,5174.25,5174.75,-1.0,-1.0,-1
2024-03-06 08:56:00-06:00,5174.75,5176.5,5173.25,5173.5,-1.0,-1.0,-1
2024-03-06 08:58:00-06:00,5173.5,5175.25,5172.0,5174.75,-1.0,-1.0,-1
2024-03-06 09:00:00-06:00,5174.75,5175.0,5169.0,5171.0,-1.0,-1.0,-1
2024-03-06 09:02:00-06:00,5171.0,5172.75,5168.0,5168.75,-1.0,-1.0,-1
2024-03-06 09:04:00-06:00,5168.75,5170.0,5163.0,5164.25,-1.0,-1.0,-1
2024-03-06 09:06:00-06:00,5164.25,5165.5,5159.25,5160.5,-1.0,-1.0,-1
